Date,gross_return,transaction_cost,portfolio_return,turnover,equity_curve,benchmark_return,benchmark_equity
2022-05-03,0.011801597386877916,0.0,0.011801597386877916,0.0,4.531461022882714,0.0045839597279455635,2.31599955979351
2022-05-04,0.05314168730413937,0.0,0.05314168730413937,0.0,4.772270507591643,0.03045279098238063,2.386528210303187
2022-05-05,-0.07884001845001504,0.0,-0.07884001845001504,0.0,4.396024612724655,-0.03554271905412443,2.3017045086096384
2022-05-06,-0.023836013657238198,0.0,-0.023836013657238198,0.0,4.291240910018194,-0.0059688827524633226,2.2879659042669314
2022-05-09,-0.05944493601258821,0.0,-0.05944493601258821,0.0,4.036148368707562,-0.03201717275240723,2.2147117046583995
2022-05-10,0.007684566855280073,0.0,0.007684566855280073,0.0,4.067164420684725,0.002310335837007127,2.219828432478311
2022-05-11,-0.021484591762755634,0.0,-0.021484591762755634,0.0,3.9797830534743093,-0.015886099317636404,2.1845640175318475
2022-05-12,-0.004441846327717158,0.0,-0.004441846327717158,0.0,3.9621054687331236,-0.0010438329361479592,2.182283697659224
2022-05-13,0.034884503739212036,0.0,0.034884503739212036,0.0,4.100321551772296,0.02390772515219708,2.234457136506981
2022-05-16,-0.005959391263793079,0.0,-0.005959391263793079,0.0,4.075886131337922,-0.004057615360413935,2.225390568907704
2022-05-17,0.029346200538029832,0.0,0.029346200538029832,0.0,4.19549790311834,0.020570640091544412,2.2711682773638215
2022-05-18,-0.05129736291230874,0.0,-0.05129736291230874,0.0,3.9802799245842477,-0.04031171987198778,2.179613577984586
2022-05-19,0.0036276559502381733,0.0,0.0036276559502381733,0.0,3.9947190107362793,-0.006124555032151924,2.166264414677394
2022-05-20,0.00341347242101131,0.0,0.00341347242101131,0.0,4.008354873909117,0.0004365618929165205,2.1672101231708236
2022-05-23,0.017815119585084027,0.0,0.017815119585084027,0.0,4.079764195327263,0.01870991996657345,2.2077584511260975
2022-05-24,-0.008227569726685868,0.0,-0.008227569726685868,0.0,4.046197650941772,-0.007633722378111885,2.1909050360322704
2022-05-25,0.019376274537094673,0.0,0.019376274537094673,0.0,4.124597887457767,0.008834946583476944,2.2102615649950863
2022-05-26,0.03181915544721581,0.0,0.03181915544721581,0.0,4.255839108796044,0.01998133498746779,2.254425541735178
2022-05-27,0.04353898823363056,0.0,0.04353898823363056,0.0,4.44113403767814,0.024549064391364173,2.309769579524771
2022-05-31,-0.025868230970306383,0.0,-0.025868230970306383,0.0,4.326249756621392,-0.005610751394125479,2.296810036636344
2022-06-01,-0.00796233919789946,0.0,-0.00796233919789946,0.0,4.291802688604342,-0.008088534088018462,2.278232210361308
2022-06-02,0.041838379714547624,0.0,0.041838379714547624,0.0,4.471364759150087,0.01904339419616541,2.3216174844136197
2022-06-03,-0.03186971671494104,0.0,-0.03186971671494104,0.0,4.328863630946803,-0.016411635716283568,2.2835159439868686
2022-06-06,-0.0060705398435123015,0.0,-0.0060705398435123015,0.0,4.302585091798009,0.003044977001633198,2.2904691975191716
2022-06-07,0.025832257295355876,0.0,0.025832257295355876,0.0,4.413730576924498,0.009592061888797465,2.31243951981616
